country,country_code,year,IP.PAT.RESD,indicator,indicator_code
Portugal,PRT,2016,724,"Patent applications, residents",IP.PAT.RESD
Portugal,PRT,2015,925,"Patent applications, residents",IP.PAT.RESD
Portugal,PRT,2014,722,"Patent applications, residents",IP.PAT.RESD
Portugal,PRT,2013,647,"Patent applications, residents",IP.PAT.RESD
Portugal,PRT,2012,621,"Patent applications, residents",IP.PAT.RESD
Portugal,PRT,2011,571,"Patent applications, residents",IP.PAT.RESD
Portugal,PRT,2010,499,"Patent applications, residents",IP.PAT.RESD
Qatar,QAT,2021,47,"Patent applications, residents",IP.PAT.RESD
Qatar,QAT,2020,81,"Patent applications, residents",IP.PAT.RESD
Qatar,QAT,2019,39,"Patent applications, residents",IP.PAT.RESD
Qatar,QAT,2017,19,"Patent applications, residents",IP.PAT.RESD
Qatar,QAT,2016,16,"Patent applications, residents",IP.PAT.RESD
Qatar,QAT,2014,5,"Patent applications, residents",IP.PAT.RESD
Qatar,QAT,2013,9,"Patent applications, residents",IP.PAT.RESD
Qatar,QAT,2012,3,"Patent applications, residents",IP.PAT.RESD
Romania,ROU,2021,772,"Patent applications, residents",IP.PAT.RESD
Romania,ROU,2020,817,"Patent applications, residents",IP.PAT.RESD
Romania,ROU,2019,881,"Patent applications, residents",IP.PAT.RESD
Romania,ROU,2018,1100,"Patent applications, residents",IP.PAT.RESD
Romania,ROU,2017,1098,"Patent applications, residents",IP.PAT.RESD
Romania,ROU,2016,1005,"Patent applications, residents",IP.PAT.RESD
Romania,ROU,2015,975,"Patent applications, residents",IP.PAT.RESD
Romania,ROU,2014,952,"Patent applications, residents",IP.PAT.RESD
Romania,ROU,2013,993,"Patent applications, residents",IP.PAT.RESD
Romania,ROU,2012,1022,"Patent applications, residents",IP.PAT.RESD
Romania,ROU,2011,1424,"Patent applications, residents",IP.PAT.RESD
Romania,ROU,2010,1382,"Patent applications, residents",IP.PAT.RESD
Russian Federation,RUS,2021,19569,"Patent applications, residents",IP.PAT.RESD
Russian Federation,RUS,2020,23759,"Patent applications, residents",IP.PAT.RESD
Russian Federation,RUS,2019,23337,"Patent applications, residents",IP.PAT.RESD
Russian Federation,RUS,2018,24926,"Patent applications, residents",IP.PAT.RESD
Russian Federation,RUS,2017,22777,"Patent applications, residents",IP.PAT.RESD
Russian Federation,RUS,2016,26795,"Patent applications, residents",IP.PAT.RESD
Russian Federation,RUS,2015,29269,"Patent applications, residents",IP.PAT.RESD
Russian Federation,RUS,2014,24072,"Patent applications, residents",IP.PAT.RESD
Russian Federation,RUS,2013,28765,"Patent applications, residents",IP.PAT.RESD
Russian Federation,RUS,2012,28701,"Patent applications, residents",IP.PAT.RESD
Russian Federation,RUS,2011,26495,"Patent applications, residents",IP.PAT.RESD
Russian Federation,RUS,2010,28722,"Patent applications, residents",IP.PAT.RESD
Rwanda,RWA,2021,14,"Patent applications, residents",IP.PAT.RESD
Rwanda,RWA,2018,6,"Patent applications, residents",IP.PAT.RESD
Rwanda,RWA,2017,4,"Patent applications, residents",IP.PAT.RESD
Rwanda,RWA,2016,3,"Patent applications, residents",IP.PAT.RESD
Rwanda,RWA,2015,5,"Patent applications, residents",IP.PAT.RESD
Rwanda,RWA,2014,5,"Patent applications, residents",IP.PAT.RESD
Rwanda,RWA,2012,40,"Patent applications, residents",IP.PAT.RESD
Samoa,WSM,2021,1,"Patent applications, residents",IP.PAT.RESD
Samoa,WSM,2019,2,"Patent applications, residents",IP.PAT.RESD
Samoa,WSM,2018,1,"Patent applications, residents",IP.PAT.RESD
Samoa,WSM,2015,1,"Patent applications, residents",IP.PAT.RESD
Samoa,WSM,2014,1,"Patent applications, residents",IP.PAT.RESD
San Marino,SMR,2021,7,"Patent applications, residents",IP.PAT.RESD
San Marino,SMR,2020,9,"Patent applications, residents",IP.PAT.RESD
San Marino,SMR,2019,11,"Patent applications, residents",IP.PAT.RESD
San Marino,SMR,2018,14,"Patent applications, residents",IP.PAT.RESD
San Marino,SMR,2017,14,"Patent applications, residents",IP.PAT.RESD
San Marino,SMR,2016,12,"Patent applications, residents",IP.PAT.RESD
San Marino,SMR,2015,7,"Patent applications, residents",IP.PAT.RESD
San Marino,SMR,2014,4,"Patent applications, residents",IP.PAT.RESD
San Marino,SMR,2013,11,"Patent applications, residents",IP.PAT.RESD
Saudi Arabia,SAU,2021,1398,"Patent applications, residents",IP.PAT.RESD
Saudi Arabia,SAU,2020,1294,"Patent applications, residents",IP.PAT.RESD
Saudi Arabia,SAU,2019,1188,"Patent applications, residents",IP.PAT.RESD
Saudi Arabia,SAU,2018,1078,"Patent applications, residents",IP.PAT.RESD
Saudi Arabia,SAU,2017,909,"Patent applications, residents",IP.PAT.RESD
Saudi Arabia,SAU,2016,1070,"Patent applications, residents",IP.PAT.RESD
Saudi Arabia,SAU,2015,715,"Patent applications, residents",IP.PAT.RESD
Saudi Arabia,SAU,2014,652,"Patent applications, residents",IP.PAT.RESD
Saudi Arabia,SAU,2013,491,"Patent applications, residents",IP.PAT.RESD
Saudi Arabia,SAU,2011,347,"Patent applications, residents",IP.PAT.RESD
Saudi Arabia,SAU,2010,288,"Patent applications, residents",IP.PAT.RESD
Serbia,SRB,2021,138,"Patent applications, residents",IP.PAT.RESD
Serbia,SRB,2020,138,"Patent applications, residents",IP.PAT.RESD
Serbia,SRB,2019,168,"Patent applications, residents",IP.PAT.RESD
Serbia,SRB,2018,163,"Patent applications, residents",IP.PAT.RESD
Serbia,SRB,2017,171,"Patent applications, residents",IP.PAT.RESD
Serbia,SRB,2016,192,"Patent applications, residents",IP.PAT.RESD
Serbia,SRB,2015,178,"Patent applications, residents",IP.PAT.RESD
Serbia,SRB,2014,202,"Patent applications, residents",IP.PAT.RESD
Serbia,SRB,2013,201,"Patent applications, residents",IP.PAT.RESD
Serbia,SRB,2012,192,"Patent applications, residents",IP.PAT.RESD
Serbia,SRB,2011,180,"Patent applications, residents",IP.PAT.RESD
Serbia,SRB,2010,290,"Patent applications, residents",IP.PAT.RESD
Seychelles,SYC,2020,3,"Patent applications, residents",IP.PAT.RESD
Singapore,SGP,2021,2024,"Patent applications, residents",IP.PAT.RESD
Singapore,SGP,2020,1778,"Patent applications, residents",IP.PAT.RESD
Singapore,SGP,2019,1727,"Patent applications, residents",IP.PAT.RESD
Singapore,SGP,2018,1575,"Patent applications, residents",IP.PAT.RESD
Singapore,SGP,2017,1609,"Patent applications, residents",IP.PAT.RESD
Singapore,SGP,2016,1601,"Patent applications, residents",IP.PAT.RESD
Singapore,SGP,2015,1469,"Patent applications, residents",IP.PAT.RESD
Singapore,SGP,2014,1303,"Patent applications, residents",IP.PAT.RESD
Singapore,SGP,2013,1143,"Patent applications, residents",IP.PAT.RESD
Singapore,SGP,2012,1081,"Patent applications, residents",IP.PAT.RESD
Singapore,SGP,2011,1056,"Patent applications, residents",IP.PAT.RESD
Singapore,SGP,2010,895,"Patent applications, residents",IP.PAT.RESD
Slovak Republic,SVK,2021,146,"Patent applications, residents",IP.PAT.RESD
Slovak Republic,SVK,2020,206,"Patent applications, residents",IP.PAT.RESD
Slovak Republic,SVK,2019,206,"Patent applications, residents",IP.PAT.RESD
Slovak Republic,SVK,2018,217,"Patent applications, residents",IP.PAT.RESD
Slovak Republic,SVK,2017,183,"Patent applications, residents",IP.PAT.RESD
Slovak Republic,SVK,2016,220,"Patent applications, residents",IP.PAT.RESD
Slovak Republic,SVK,2015,228,"Patent applications, residents",IP.PAT.RESD
Slovak Republic,SVK,2014,211,"Patent applications, residents",IP.PAT.RESD
Slovak Republic,SVK,2013,184,"Patent applications, residents",IP.PAT.RESD
Slovak Republic,SVK,2012,168,"Patent applications, residents",IP.PAT.RESD
Slovak Republic,SVK,2011,224,"Patent applications, residents",IP.PAT.RESD
Slovak Republic,SVK,2010,234,"Patent applications, residents",IP.PAT.RESD
Slovenia,SVN,2021,222,"Patent applications, residents",IP.PAT.RESD
Slovenia,SVN,2020,232,"Patent applications, residents",IP.PAT.RESD
Slovenia,SVN,2018,255,"Patent applications, residents",IP.PAT.RESD
Slovenia,SVN,2011,470,"Patent applications, residents",IP.PAT.RESD
Slovenia,SVN,2010,442,"Patent applications, residents",IP.PAT.RESD
South Africa,ZAF,2021,1804,"Patent applications, residents",IP.PAT.RESD
South Africa,ZAF,2020,542,"Patent applications, residents",IP.PAT.RESD
South Africa,ZAF,2019,567,"Patent applications, residents",IP.PAT.RESD
South Africa,ZAF,2018,657,"Patent applications, residents",IP.PAT.RESD
South Africa,ZAF,2017,728,"Patent applications, residents",IP.PAT.RESD
South Africa,ZAF,2016,704,"Patent applications, residents",IP.PAT.RESD
South Africa,ZAF,2015,889,"Patent applications, residents",IP.PAT.RESD
South Africa,ZAF,2014,802,"Patent applications, residents",IP.PAT.RESD
South Africa,ZAF,2013,638,"Patent applications, residents",IP.PAT.RESD
South Africa,ZAF,2012,608,"Patent applications, residents",IP.PAT.RESD
South Africa,ZAF,2011,656,"Patent applications, residents",IP.PAT.RESD
South Africa,ZAF,2010,821,"Patent applications, residents",IP.PAT.RESD
Spain,ESP,2021,1308,"Patent applications, residents",IP.PAT.RESD
Spain,ESP,2020,1431,"Patent applications, residents",IP.PAT.RESD
Spain,ESP,2019,1288,"Patent applications, residents",IP.PAT.RESD
Spain,ESP,2018,1525,"Patent applications, residents",IP.PAT.RESD
Spain,ESP,2017,2167,"Patent applications, residents",IP.PAT.RESD
Spain,ESP,2016,2745,"Patent applications, residents",IP.PAT.RESD
Spain,ESP,2015,2799,"Patent applications, residents",IP.PAT.RESD
Spain,ESP,2014,2953,"Patent applications, residents",IP.PAT.RESD
Spain,ESP,2013,3026,"Patent applications, residents",IP.PAT.RESD
Spain,ESP,2012,3266,"Patent applications, residents",IP.PAT.RESD
Spain,ESP,2011,3430,"Patent applications, residents",IP.PAT.RESD
Spain,ESP,2010,3566,"Patent applications, residents",IP.PAT.RESD
Sri Lanka,LKA,2021,266,"Patent applications, residents",IP.PAT.RESD
Sri Lanka,LKA,2020,353,"Patent applications, residents",IP.PAT.RESD
Sri Lanka,LKA,2019,356,"Patent applications, residents",IP.PAT.RESD
Sri Lanka,LKA,2018,343,"Patent applications, residents",IP.PAT.RESD
Sri Lanka,LKA,2017,277,"Patent applications, residents",IP.PAT.RESD
Sri Lanka,LKA,2016,280,"Patent applications, residents",IP.PAT.RESD
Sri Lanka,LKA,2015,218,"Patent applications, residents",IP.PAT.RESD
Sri Lanka,LKA,2013,328,"Patent applications, residents",IP.PAT.RESD
Sri Lanka,LKA,2011,194,"Patent applications, residents",IP.PAT.RESD
Sri Lanka,LKA,2010,225,"Patent applications, residents",IP.PAT.RESD
St. Lucia,LCA,2018,2,"Patent applications, residents",IP.PAT.RESD
St. Lucia,LCA,2017,3,"Patent applications, residents",IP.PAT.RESD
St. Lucia,LCA,2016,5,"Patent applications, residents",IP.PAT.RESD
Sudan,SDN,2020,153,"Patent applications, residents",IP.PAT.RESD
Sudan,SDN,2019,238,"Patent applications, residents",IP.PAT.RESD
Sudan,SDN,2018,349,"Patent applications, residents",IP.PAT.RESD
Sudan,SDN,2017,281,"Patent applications, residents",IP.PAT.RESD
Sudan,SDN,2016,284,"Patent applications, residents",IP.PAT.RESD
Sudan,SDN,2015,267,"Patent applications, residents",IP.PAT.RESD
Sudan,SDN,2013,269,"Patent applications, residents",IP.PAT.RESD
Sudan,SDN,2011,249,"Patent applications, residents",IP.PAT.RESD
Sudan,SDN,2010,252,"Patent applications, residents",IP.PAT.RESD
Sweden,SWE,2021,1771,"Patent applications, residents",IP.PAT.RESD
Sweden,SWE,2020,1764,"Patent applications, residents",IP.PAT.RESD
Sweden,SWE,2019,1802,"Patent applications, residents",IP.PAT.RESD
Sweden,SWE,2018,1838,"Patent applications, residents",IP.PAT.RESD
Sweden,SWE,2017,1992,"Patent applications, residents",IP.PAT.RESD
Sweden,SWE,2016,2032,"Patent applications, residents",IP.PAT.RESD
Sweden,SWE,2015,2038,"Patent applications, residents",IP.PAT.RESD
Sweden,SWE,2014,1984,"Patent applications, residents",IP.PAT.RESD
Sweden,SWE,2013,2332,"Patent applications, residents",IP.PAT.RESD
Sweden,SWE,2012,2288,"Patent applications, residents",IP.PAT.RESD
Sweden,SWE,2011,2004,"Patent applications, residents",IP.PAT.RESD
Sweden,SWE,2010,2196,"Patent applications, residents",IP.PAT.RESD
Switzerland,CHE,2021,1288,"Patent applications, residents",IP.PAT.RESD
Switzerland,CHE,2020,1384,"Patent applications, residents",IP.PAT.RESD
Switzerland,CHE,2019,1369,"Patent applications, residents",IP.PAT.RESD
Switzerland,CHE,2018,1283,"Patent applications, residents",IP.PAT.RESD
Switzerland,CHE,2017,1337,"Patent applications, residents",IP.PAT.RESD
Switzerland,CHE,2016,1462,"Patent applications, residents",IP.PAT.RESD
Switzerland,CHE,2015,1477,"Patent applications, residents",IP.PAT.RESD
Switzerland,CHE,2014,1480,"Patent applications, residents",IP.PAT.RESD
Switzerland,CHE,2013,1525,"Patent applications, residents",IP.PAT.RESD
Switzerland,CHE,2012,1480,"Patent applications, residents",IP.PAT.RESD
Switzerland,CHE,2011,1597,"Patent applications, residents",IP.PAT.RESD
Switzerland,CHE,2010,1622,"Patent applications, residents",IP.PAT.RESD
Syrian Arab Republic,SYR,2021,102,"Patent applications, residents",IP.PAT.RESD
Syrian Arab Republic,SYR,2020,76,"Patent applications, residents",IP.PAT.RESD
Syrian Arab Republic,SYR,2019,121,"Patent applications, residents",IP.PAT.RESD
Syrian Arab Republic,SYR,2018,103,"Patent applications, residents",IP.PAT.RESD
Syrian Arab Republic,SYR,2017,120,"Patent applications, residents",IP.PAT.RESD
Syrian Arab Republic,SYR,2015,198,"Patent applications, residents",IP.PAT.RESD
Tajikistan,TJK,2019,1,"Patent applications, residents",IP.PAT.RESD
Tajikistan,TJK,2013,2,"Patent applications, residents",IP.PAT.RESD
Tajikistan,TJK,2012,3,"Patent applications, residents",IP.PAT.RESD
Tajikistan,TJK,2011,4,"Patent applications, residents",IP.PAT.RESD
Tajikistan,TJK,2010,7,"Patent applications, residents",IP.PAT.RESD
Tanzania,TZA,2015,1,"Patent applications, residents",IP.PAT.RESD
Thailand,THA,2021,867,"Patent applications, residents",IP.PAT.RESD
Thailand,THA,2020,863,"Patent applications, residents",IP.PAT.RESD
Thailand,THA,2019,865,"Patent applications, residents",IP.PAT.RESD
Thailand,THA,2018,904,"Patent applications, residents",IP.PAT.RESD
Thailand,THA,2017,979,"Patent applications, residents",IP.PAT.RESD
Thailand,THA,2016,1098,"Patent applications, residents",IP.PAT.RESD
Thailand,THA,2015,1029,"Patent applications, residents",IP.PAT.RESD
Thailand,THA,2014,1006,"Patent applications, residents",IP.PAT.RESD
Thailand,THA,2013,1572,"Patent applications, residents",IP.PAT.RESD
Thailand,THA,2012,1020,"Patent applications, residents",IP.PAT.RESD
Thailand,THA,2011,927,"Patent applications, residents",IP.PAT.RESD
Thailand,THA,2010,1214,"Patent applications, residents",IP.PAT.RESD
Trinidad and Tobago,TTO,2021,2,"Patent applications, residents",IP.PAT.RESD
Trinidad and Tobago,TTO,2020,1,"Patent applications, residents",IP.PAT.RESD
Trinidad and Tobago,TTO,2019,1,"Patent applications, residents",IP.PAT.RESD
Trinidad and Tobago,TTO,2018,4,"Patent applications, residents",IP.PAT.RESD
Trinidad and Tobago,TTO,2016,3,"Patent applications, residents",IP.PAT.RESD
Trinidad and Tobago,TTO,2015,3,"Patent applications, residents",IP.PAT.RESD
Trinidad and Tobago,TTO,2014,4,"Patent applications, residents",IP.PAT.RESD
Trinidad and Tobago,TTO,2012,2,"Patent applications, residents",IP.PAT.RESD
Tunisia,TUN,2018,180,"Patent applications, residents",IP.PAT.RESD
Tunisia,TUN,2017,172,"Patent applications, residents",IP.PAT.RESD
Tunisia,TUN,2016,235,"Patent applications, residents",IP.PAT.RESD
Tunisia,TUN,2015,180,"Patent applications, residents",IP.PAT.RESD
Tunisia,TUN,2014,142,"Patent applications, residents",IP.PAT.RESD
Tunisia,TUN,2013,112,"Patent applications, residents",IP.PAT.RESD
Tunisia,TUN,2012,150,"Patent applications, residents",IP.PAT.RESD
Tunisia,TUN,2011,137,"Patent applications, residents",IP.PAT.RESD
Tunisia,TUN,2010,113,"Patent applications, residents",IP.PAT.RESD
Turkiye,TUR,2021,8234,"Patent applications, residents",IP.PAT.RESD
Turkiye,TUR,2020,7920,"Patent applications, residents",IP.PAT.RESD
Turkiye,TUR,2019,7871,"Patent applications, residents",IP.PAT.RESD
Turkiye,TUR,2018,7156,"Patent applications, residents",IP.PAT.RESD
Turkiye,TUR,2017,8175,"Patent applications, residents",IP.PAT.RESD
Turkiye,TUR,2016,6230,"Patent applications, residents",IP.PAT.RESD
Turkiye,TUR,2015,5352,"Patent applications, residents",IP.PAT.RESD
Turkiye,TUR,2014,4766,"Patent applications, residents",IP.PAT.RESD
Turkiye,TUR,2013,4392,"Patent applications, residents",IP.PAT.RESD
Turkiye,TUR,2012,4434,"Patent applications, residents",IP.PAT.RESD
Turkiye,TUR,2011,3885,"Patent applications, residents",IP.PAT.RESD
Turkiye,TUR,2010,3180,"Patent applications, residents",IP.PAT.RESD
Uganda,UGA,2021,14,"Patent applications, residents",IP.PAT.RESD
Uganda,UGA,2020,13,"Patent applications, residents",IP.PAT.RESD
Uganda,UGA,2019,14,"Patent applications, residents",IP.PAT.RESD
Uganda,UGA,2018,6,"Patent applications, residents",IP.PAT.RESD
Uganda,UGA,2017,25,"Patent applications, residents",IP.PAT.RESD
Uganda,UGA,2016,16,"Patent applications, residents",IP.PAT.RESD
Uganda,UGA,2015,9,"Patent applications, residents",IP.PAT.RESD
Uganda,UGA,2014,5,"Patent applications, residents",IP.PAT.RESD
Uganda,UGA,2013,10,"Patent applications, residents",IP.PAT.RESD
Ukraine,UKR,2021,1302,"Patent applications, residents",IP.PAT.RESD
Ukraine,UKR,2020,1361,"Patent applications, residents",IP.PAT.RESD
Ukraine,UKR,2019,2097,"Patent applications, residents",IP.PAT.RESD
Ukraine,UKR,2018,2107,"Patent applications, residents",IP.PAT.RESD
Ukraine,UKR,2017,2283,"Patent applications, residents",IP.PAT.RESD
Ukraine,UKR,2016,2233,"Patent applications, residents",IP.PAT.RESD
Ukraine,UKR,2015,2271,"Patent applications, residents",IP.PAT.RESD
Ukraine,UKR,2014,2457,"Patent applications, residents",IP.PAT.RESD
Ukraine,UKR,2013,2856,"Patent applications, residents",IP.PAT.RESD
Ukraine,UKR,2012,2491,"Patent applications, residents",IP.PAT.RESD
Ukraine,UKR,2011,2649,"Patent applications, residents",IP.PAT.RESD
Ukraine,UKR,2010,2556,"Patent applications, residents",IP.PAT.RESD
United Arab Emirates,ARE,2021,69,"Patent applications, residents",IP.PAT.RESD
United Arab Emirates,ARE,2020,39,"Patent applications, residents",IP.PAT.RESD
United Arab Emirates,ARE,2019,55,"Patent applications, residents",IP.PAT.RESD
United Arab Emirates,ARE,2018,57,"Patent applications, residents",IP.PAT.RESD
United Arab Emirates,ARE,2017,63,"Patent applications, residents",IP.PAT.RESD
United Arab Emirates,ARE,2016,57,"Patent applications, residents",IP.PAT.RESD
United Arab Emirates,ARE,2015,35,"Patent applications, residents",IP.PAT.RESD
United Arab Emirates,ARE,2014,29,"Patent applications, residents",IP.PAT.RESD
United Arab Emirates,ARE,2013,21,"Patent applications, residents",IP.PAT.RESD
United Arab Emirates,ARE,2012,23,"Patent applications, residents",IP.PAT.RESD
United Arab Emirates,ARE,2011,33,"Patent applications, residents",IP.PAT.RESD
United Arab Emirates,ARE,2010,25,"Patent applications, residents",IP.PAT.RESD
United Kingdom,GBR,2021,11592,"Patent applications, residents",IP.PAT.RESD
United Kingdom,GBR,2020,11990,"Patent applications, residents",IP.PAT.RESD
United Kingdom,GBR,2019,12061,"Patent applications, residents",IP.PAT.RESD
United Kingdom,GBR,2018,12865,"Patent applications, residents",IP.PAT.RESD
United Kingdom,GBR,2017,13301,"Patent applications, residents",IP.PAT.RESD
United Kingdom,GBR,2016,13876,"Patent applications, residents",IP.PAT.RESD
United Kingdom,GBR,2015,14867,"Patent applications, residents",IP.PAT.RESD
United Kingdom,GBR,2014,15196,"Patent applications, residents",IP.PAT.RESD
United Kingdom,GBR,2013,14972,"Patent applications, residents",IP.PAT.RESD
United Kingdom,GBR,2012,15370,"Patent applications, residents",IP.PAT.RESD
United Kingdom,GBR,2011,15343,"Patent applications, residents",IP.PAT.RESD
United Kingdom,GBR,2010,15490,"Patent applications, residents",IP.PAT.RESD
United States,USA,2021,262244,"Patent applications, residents",IP.PAT.RESD
United States,USA,2020,269586,"Patent applications, residents",IP.PAT.RESD
United States,USA,2019,285113,"Patent applications, residents",IP.PAT.RESD
United States,USA,2018,285095,"Patent applications, residents",IP.PAT.RESD
United States,USA,2017,293904,"Patent applications, residents",IP.PAT.RESD
United States,USA,2016,295327,"Patent applications, residents",IP.PAT.RESD
United States,USA,2015,288335,"Patent applications, residents",IP.PAT.RESD
United States,USA,2014,285096,"Patent applications, residents",IP.PAT.RESD
United States,USA,2013,287831,"Patent applications, residents",IP.PAT.RESD
United States,USA,2012,268782,"Patent applications, residents",IP.PAT.RESD
United States,USA,2011,247750,"Patent applications, residents",IP.PAT.RESD
United States,USA,2010,241977,"Patent applications, residents",IP.PAT.RESD
Uruguay,URY,2017,23,"Patent applications, residents",IP.PAT.RESD
Uruguay,URY,2015,26,"Patent applications, residents",IP.PAT.RESD
Uruguay,URY,2014,37,"Patent applications, residents",IP.PAT.RESD
Uruguay,URY,2012,22,"Patent applications, residents",IP.PAT.RESD
Uruguay,URY,2011,20,"Patent applications, residents",IP.PAT.RESD
Uruguay,URY,2010,23,"Patent applications, residents",IP.PAT.RESD
Uzbekistan,UZB,2021,413,"Patent applications, residents",IP.PAT.RESD
Uzbekistan,UZB,2020,356,"Patent applications, residents",IP.PAT.RESD
Uzbekistan,UZB,2019,374,"Patent applications, residents",IP.PAT.RESD
Uzbekistan,UZB,2018,470,"Patent applications, residents",IP.PAT.RESD
Uzbekistan,UZB,2017,357,"Patent applications, residents",IP.PAT.RESD
Uzbekistan,UZB,2016,353,"Patent applications, residents",IP.PAT.RESD
Uzbekistan,UZB,2015,288,"Patent applications, residents",IP.PAT.RESD
Uzbekistan,UZB,2014,345,"Patent applications, residents",IP.PAT.RESD
Uzbekistan,UZB,2013,299,"Patent applications, residents",IP.PAT.RESD
Uzbekistan,UZB,2012,257,"Patent applications, residents",IP.PAT.RESD
Uzbekistan,UZB,2011,282,"Patent applications, residents",IP.PAT.RESD
Uzbekistan,UZB,2010,370,"Patent applications, residents",IP.PAT.RESD
"Venezuela, RB",VEN,2017,96,"Patent applications, residents",IP.PAT.RESD
"Venezuela, RB",VEN,2016,35,"Patent applications, residents",IP.PAT.RESD
"Venezuela, RB",VEN,2015,47,"Patent applications, residents",IP.PAT.RESD
"Venezuela, RB",VEN,2014,55,"Patent applications, residents",IP.PAT.RESD
"Venezuela, RB",VEN,2013,74,"Patent applications, residents",IP.PAT.RESD
"Venezuela, RB",VEN,2012,65,"Patent applications, residents",IP.PAT.RESD
"Venezuela, RB",VEN,2011,61,"Patent applications, residents",IP.PAT.RESD
"Venezuela, RB",VEN,2010,70,"Patent applications, residents",IP.PAT.RESD
Viet Nam,VNM,2021,1066,"Patent applications, residents",IP.PAT.RESD
Viet Nam,VNM,2020,1021,"Patent applications, residents",IP.PAT.RESD
Viet Nam,VNM,2019,720,"Patent applications, residents",IP.PAT.RESD
Viet Nam,VNM,2018,646,"Patent applications, residents",IP.PAT.RESD
Viet Nam,VNM,2017,592,"Patent applications, residents",IP.PAT.RESD
Viet Nam,VNM,2016,560,"Patent applications, residents",IP.PAT.RESD
Viet Nam,VNM,2015,582,"Patent applications, residents",IP.PAT.RESD
Viet Nam,VNM,2014,487,"Patent applications, residents",IP.PAT.RESD
Viet Nam,VNM,2013,443,"Patent applications, residents",IP.PAT.RESD
Viet Nam,VNM,2012,382,"Patent applications, residents",IP.PAT.RESD
Viet Nam,VNM,2011,300,"Patent applications, residents",IP.PAT.RESD
Viet Nam,VNM,2010,306,"Patent applications, residents",IP.PAT.RESD
"Yemen, Rep.",YEM,2021,20,"Patent applications, residents",IP.PAT.RESD
"Yemen, Rep.",YEM,2020,60,"Patent applications, residents",IP.PAT.RESD
"Yemen, Rep.",YEM,2019,60,"Patent applications, residents",IP.PAT.RESD
"Yemen, Rep.",YEM,2017,15,"Patent applications, residents",IP.PAT.RESD
"Yemen, Rep.",YEM,2016,16,"Patent applications, residents",IP.PAT.RESD
"Yemen, Rep.",YEM,2015,5,"Patent applications, residents",IP.PAT.RESD
"Yemen, Rep.",YEM,2014,29,"Patent applications, residents",IP.PAT.RESD
"Yemen, Rep.",YEM,2013,43,"Patent applications, residents",IP.PAT.RESD
"Yemen, Rep.",YEM,2012,36,"Patent applications, residents",IP.PAT.RESD
"Yemen, Rep.",YEM,2011,7,"Patent applications, residents",IP.PAT.RESD
"Yemen, Rep.",YEM,2010,20,"Patent applications, residents",IP.PAT.RESD
Zambia,ZMB,2021,13,"Patent applications, residents",IP.PAT.RESD
Zambia,ZMB,2020,17,"Patent applications, residents",IP.PAT.RESD
Zambia,ZMB,2019,2,"Patent applications, residents",IP.PAT.RESD
Zambia,ZMB,2018,11,"Patent applications, residents",IP.PAT.RESD
Zambia,ZMB,2017,12,"Patent applications, residents",IP.PAT.RESD
Zambia,ZMB,2016,15,"Patent applications, residents",IP.PAT.RESD
Zambia,ZMB,2015,20,"Patent applications, residents",IP.PAT.RESD
Zambia,ZMB,2014,14,"Patent applications, residents",IP.PAT.RESD
Zambia,ZMB,2013,13,"Patent applications, residents",IP.PAT.RESD
Zambia,ZMB,2012,7,"Patent applications, residents",IP.PAT.RESD
Zambia,ZMB,2011,3,"Patent applications, residents",IP.PAT.RESD
Zambia,ZMB,2010,5,"Patent applications, residents",IP.PAT.RESD
Zimbabwe,ZWE,2016,8,"Patent applications, residents",IP.PAT.RESD
Zimbabwe,ZWE,2015,9,"Patent applications, residents",IP.PAT.RESD
